epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,276.33,1.43886,3.12319,1.2438,0.97824,0.22076,0.71492,0.46266,1.17273,3.2889,0.99272,0.000298905,0.000298905,0.000298905
2,543.329,1.35448,1.77639,1.19258,0.75763,0.7775,0.82525,0.52483,1.25543,1.93848,1.06733,0.000582043,0.000582043,0.000582043
